"","X1","X2","X3"
"2723","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2724","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2725","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2726","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2727","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2728","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2729","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2730","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2731","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2732","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2733","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2734","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2735","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2736","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2737","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2738","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2739","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2740","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2741","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2742","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2743","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2744","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2745","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2746","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2747","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2748","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2749","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2750","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2751","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2752","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2753","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2754","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2755","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2756","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2757","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2758","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2759","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2760","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2761","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2762","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2763","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2764","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2765","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2766","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2767","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2768","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2769","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2770","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2771","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2772","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2773","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2774","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2775","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2776","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2777","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2778","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2779","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2780","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2781","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2782","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2783","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2784","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2785","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2786","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2787","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2788","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2789","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2790","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2791","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2792","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2793","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2794","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2795","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2796","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2797","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2798","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2799","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2800","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2801","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2802","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2803","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2804","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2805","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2806","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2807","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2808","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2809","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2810","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2811","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2812","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2813","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2814","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2815","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2816","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2817","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2818","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2819","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2820","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2821","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2822","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2823","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2824","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2825","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2826","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2827","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2828","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2829","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2830","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2831","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2832","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2833","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2834","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2835","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2836","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2837","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2838","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2839","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2840","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2841","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2842","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2843","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2844","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2845","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2846","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2847","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2848","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2849","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2850","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2851","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2852","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2853","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2854","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2855","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2856","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2857","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2858","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2859","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2860","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2861","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2862","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2863","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2864","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2865","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2866","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2867","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2868","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2869","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2870","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2871","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2872","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2873","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2874","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2875","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2876","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2877","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2878","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2879","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2880","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2881","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2882","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2883","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2884","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2885","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2886","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2887","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2888","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2889","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2890","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2891","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2892","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2893","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2894","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2895","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2896","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2897","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2898","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2899","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2900","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2901","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2902","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2903","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2904","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2905","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2906","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2907","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2908","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2909","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2910","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2911","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2912","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2913","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2914","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2915","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2916","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2917","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2918","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2919","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2920","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2921","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2922","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2923","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2924","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2925","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2926","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2927","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2928","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2929","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2930","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2931","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2932","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2933","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2934","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2935","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2936","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2937","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2938","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2939","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2940","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2941","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2942","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2943","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2944","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2945","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2946","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2947","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2948","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2949","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2950","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2951","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2952","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2953","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2954","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2955","DATE PERSONALE, DATE PERSONALE, DATE PERSONALE",NA,NA
"2956","STR. TIRGU NEAMT NR. 28 BL.MIIB8/1 SC.B                     ET.5 AP.67 SECT, BUCURESTI, DÂMBOVI<U+021A>A",NA,NA
"2957","SAT BEZDEAD STR. VALEA BIRZEI NR. 1790  JUD. DAMBOVITA, COM. BEZDEAD, DÂMBOVI<U+021A>A",NA,NA
"2958","SAT BREZOAELE NR.272, COM. BREZOAELE, DÂMBOVI<U+021A>A",NA,NA
"2959","SAT DRAGOMIRESTI  STR. SILOZULUI NR. 31A           JUD. DAMBOVITA, COM. DRAGOMIRESTI, DÂMBOVI<U+021A>A",NA,NA
"2960","SAT SACUENI STR. INV. GHE. POPESCU NR. 132         JUD. DAMBOVITA, COM. GURA OCNITEI, DÂMBOVI<U+021A>A",NA,NA
"2961","SAT GHIRDOVENI STR.PRINCIPALA NR.283, COM. I.L. CARAGIALE, DÂMBOVI<U+021A>A",NA,NA
"2962","SAT DRAGAESTI UNGUREN NR. 59, COM. MANESTI, DÂMBOVI<U+021A>A",NA,NA
"2963","SAT ODAIA TURCULUI NR. 347  JUD. DAMBOVITA, COM. MATASARU, DÂMBOVI<U+021A>A",NA,NA
"2964","SAT IONESTI  STR. PRINCIPALA NR.468 JUD. DIMBOVITA, COM. PETRESTI, DÂMBOVI<U+021A>A",NA,NA
"2965","SAT. SOTINGA  STR. VALCELEI NR. 2  JUD.DAMBOVITA, COM. SOTINGA, DÂMBOVI<U+021A>A",NA,NA
"2966","SAT SOTINGA  STR. ROVINA NR.83  JUD. DIMBOVITA, COM. SOTINGA, DÂMBOVI<U+021A>A",NA,NA
"2967","SAT.SATENI STR.ION PETRESCU NR.62 JUD.DAMBOVITA, COM.ANINOASA, DÂMBOVI<U+021A>A",NA,NA
"2968","SAT.VIFORATA STR.C.BRANCOVEANU NR.3, COM.ANINOASA, DÂMBOVI<U+021A>A",NA,NA
"2969","SAT.VIFORATA STR.C.BRANCOVEANU NR.3, COM.ANINOASA, DÂMBOVI<U+021A>A",NA,NA
"2970","STR. PRINCIPALA NR.181, COM.GURA FOII, DÂMBOVI<U+021A>A",NA,NA
"2971","SAT.SACUENI NR.62 JUD.DAMBOVITA, COM.GURA OCNITEI, DÂMBOVI<U+021A>A",NA,NA
"2972","STR. CUZA VODA, BL. 41, SC. C2,  ET. 3, AP. 11, GAESTI, DÂMBOVI<U+021A>A",NA,NA
"2973","STR. NICOLAE IORGA NR. 34  JUD. DAMBOVITA, MORENI, DÂMBOVI<U+021A>A",NA,NA
"2974","STR. ALEXANDRU IOAN CUZA NR. 25, MORENI, DÂMBOVI<U+021A>A","44.9794458","25.6374152"
"2975","STR.LUCEAFARULUI NR.14 JUD.DAMBOVITA, MORENI, DÂMBOVI<U+021A>A",NA,NA
"2976","STR. VICTORIEI NR. 1 BL.C3 ET.4 AP.15 JUD. DAMBOVITA, MORENI, DÂMBOVI<U+021A>A",NA,NA
"2977","STR. MARAMURES NR. 24A, BL.2, AP. 3, OTOPENI, DÂMBOVI<U+021A>A",NA,NA
"2978","ALEEA ARDEALULUI BL.3 SC.A ET.4 AP.18    JUD. DAMBOVITA, PUCIOASA, DÂMBOVI<U+021A>A",NA,NA
"2979","CAR. GLODENI NR.196A JUD. DAMBOVITA, PUCIOASA, DÂMBOVI<U+021A>A",NA,NA
"2980","STR.FINTINILOR BL.1AB ET.1 AP.17 JUD. DIMBOVITA, PUCIOASA, DÂMBOVI<U+021A>A",NA,NA
"2981","SAT VALEA VOIEVOZILOR, STR.PREOT GOGLEA, NR.100, RAZVAD, DÂMBOVI<U+021A>A",NA,NA
"2982","STR. CAP.ION CONSTANTINESCU, NR.3A, TARGOVISTE, DÂMBOVI<U+021A>A",NA,NA
"2983","STR. CPT. ION ANDREESCU NR. 18        JUD.DAMBOVITA, TARGOVISTE, DÂMBOVI<U+021A>A",NA,NA
"2984","STR.M.EMINESCU BL.9 SC.B ET.3 AP.36 JUD.DAMBOVITA, TARGOVISTE, DÂMBOVI<U+021A>A",NA,NA
"2985","STR.RADU POPESCU BL.29 AP.11 JUD.DAMBOVIT                  A, TARGOVISTE, DÂMBOVI<U+021A>A",NA,NA
"2986","STR.RADU POPESCU BL.31 SC.A ET.7 AP.30 JUD.DAMBOVITA, TARGOVISTE, DÂMBOVI<U+021A>A",NA,NA
"2987","BD.INDEPENDENTEI BL.H11 ET.4 AP.12  JUD.DAMBOVITA, TARGOVISTE, DÂMBOVI<U+021A>A",NA,NA
"2988","STR.AVIATOR NEGEL NR.8 BL.B1D ET.3 AP.12, TARGOVISTE, DÂMBOVI<U+021A>A",NA,NA
"2989","STR.PANDURILOR NR.4  BL.35A SC.A ET.1 AP.7, TARGOVISTE, DÂMBOVI<U+021A>A",NA,NA
"2990","BL.UNIRII NR.32 BL.73A ET.2 AP.10 J, TARGOVISTE, DÂMBOVI<U+021A>A",NA,NA
"2991","STR.BASARABIEI  NR.10  BL.1D  ET.1 AP.4, TARGOVISTE, DÂMBOVI<U+021A>A",NA,NA
"2992","CAL. BUCURESTI NR.14 BL.02C ET.2 AP.11 JUD. DAMBOVITA, TARGOVISTE, DÂMBOVI<U+021A>A",NA,NA
"2993","BD. INDEPENDENTEI NR.22 BL.4 SC.B AP.38, TARGOVISTE, DÂMBOVI<U+021A>A",NA,NA
"2994","STR. PROF. NICOLAE RADIAN NR. 4 BL.KB2 AP. 14, TARGOVISTE, DÂMBOVI<U+021A>A",NA,NA
"2995","STR.MIHAI POPESCU BL.27A SC.A ET.1 AP.5JUD.DAMBOVITA, TARGOVISTE, DÂMBOVI<U+021A>A",NA,NA
"2996","STR.CAMPULUNG NR.9 JUD.DAMBOVITA, TARGOVISTE, DÂMBOVI<U+021A>A",NA,NA
"2997","STR.CAP. ION CONSTANTINESCU NR.3A, TARGOVISTE, DÂMBOVI<U+021A>A",NA,NA
"2998","STR. CERNAUTI, NR.2, BL.C5, SC.D, ET.1, AP.4, TARGOVISTE, DÂMBOVI<U+021A>A",NA,NA
"2999","CAL. DOMNEASCA NR. 339, TARGOVISTE, DÂMBOVI<U+021A>A",NA,NA
"3000","STR. NORDULUI NR. 66  JUD. DAMBOVITA, TARTASESTI, DÂMBOVI<U+021A>A",NA,NA
"3001","STR.LT.MAJ.LIVIU DRAGOMIRESCU  BL.C10A AP.2 JUD.DAMBOVITA, TIRGOVISTE, DÂMBOVI<U+021A>A",NA,NA
"3002","STR.CERNAUTI NR.2 BL.C5 SC.D ET.1 AP.4 JUD.DAMBOV          ITA, TIRGOVISTE, DÂMBOVI<U+021A>A",NA,NA
"3003","ALEEA TRANDAFIRILOR  BL.5 SC.B ET.3 AP.26 JUD.DAMBOVITA, TIRGOVISTE, DÂMBOVI<U+021A>A",NA,NA
"3004","STR.CONSTANTIN BRANCOVEANU BL.B4 ET.3 AP.10 JUD.DAMBOVITA, TIRGOVISTE, DÂMBOVI<U+021A>A",NA,NA
"3005","STR.LT.MAJ.LIVIU DRAGOMIRESCU  BL.C10A AP.2 JUD.DAMBOVITA, TIRGOVISTE, DÂMBOVI<U+021A>A",NA,NA
"3006","STR.A.I.CUZA NR.24 SC.A AP.1 JUD.DB, TIRGOVISTE, DÂMBOVI<U+021A>A",NA,NA
"3007","SAT. PLOP  JUD. DAMBOVITA, TITU, DÂMBOVI<U+021A>A",NA,NA
"3008","SAT. PLOP  JUD. DAMBOVITA, TITU, DÂMBOVI<U+021A>A",NA,NA
"3009","STR.MIHAI VITEAZUL NR.125, BAILESTI, DOLJ",NA,NA
"3010","STR.TUDOR VLADIMIRESCU BL.6AB,SC.B,AP.8, CALAFAT, DOLJ",NA,NA
"3011","STR.REGIMENT 1 DOROBANTI NR.48, CIUPERCENII VECHI, DOLJ",NA,NA
"3012","STR.GEORGE ENESCU NR.76,BL.15,SC.2,ET.10,AP.40, CRAIOVA, DOLJ",NA,NA
"3013","STR.COSTACHE NEGRUTZZI NR.14, CRAIOVA, DOLJ",NA,NA
"3014","STR.BRESTEI NR.68, CRAIOVA, DOLJ",NA,NA
"3015","STR.BRESTEI NR.41, CRAIOVA, DOLJ","44.3264531","23.7678483"
"3016","CALEA BUCURESTI NR.1,BL.E12,SC.1,AP.2, CRAIOVA, DOLJ",NA,NA
"3017","BD.STIRBEI  NR.19,BL.D3A,SC.1,ET.6,AP.18, CRAIOVA, DOLJ",NA,NA
"3018","STR.1 DECEMBRIE 1918 NR.22,BL.F7,SC.1,ET.8,AP.33, CRAIOVA, DOLJ",NA,NA
"3019","STR. 22 DECEMBRIE 1989 NR. 28 BL. G5 SC. 3 AP. 9, CRAIOVA, DOLJ",NA,NA
"3020","STR.MIRASLAU NR.36, CRAIOVA, DOLJ","44.2917854","23.8013357"
"3021","ALEEA PIERSICULUI BL.81B,SC.1,AP.14, CRAIOVA, DOLJ",NA,NA
"3022","STR.VASILE ALEXANDRI NR.36, CRAIOVA, DOLJ",NA,NA
"3023","STR.FILIP LAZAR NR.6, BL.F4,SC.1,ET.4,AP.13, CRAIOVA, DOLJ",NA,NA
"3024","STR. VOINICULUI NR. 30, CRAIOVA, DOLJ","44.3048162","23.7997801"
"3025","STR.MARAMURES NR.31,BL.C19,SC.1,AP.11, CRAIOVA, DOLJ",NA,NA
